"","TagName","cim:ACDCTerminal.connected","cim:ACDCTerminal.sequenceNumber","cim:ACLineSegment.b0ch","cim:ACLineSegment.bch","cim:ACLineSegment.g0ch","cim:ACLineSegment.gch","cim:ACLineSegment.r","cim:ACLineSegment.r0","cim:ACLineSegment.shortCircuitEndTemperature","cim:ACLineSegment.x","cim:ACLineSegment.x0","cim:BaseVoltage.nominalVoltage","cim:BusbarSection.ipMax","cim:ConductingEquipment.BaseVoltage_rdf:resource","cim:Conductor.length","cim:ConnectivityNode.ConnectivityNodeContainer_rdf:resource","cim:CurrentLimit.value","cim:Curve.curveStyle_rdf:resource","cim:Curve.xUnit_rdf:resource","cim:Curve.y1Unit_rdf:resource","cim:Curve.y2Unit_rdf:resource","cim:CurveData.Curve_rdf:resource","cim:CurveData.xvalue","cim:CurveData.y1value","cim:CurveData.y2value","cim:EarthFaultCompensator.r","cim:EnergyConsumer.LoadResponse_rdf:resource","cim:EnergyConsumer.p","cim:EnergyConsumer.q","cim:Equipment.EquipmentContainer_rdf:resource","cim:Equipment.aggregate","cim:GeneratingUnit.genControlSource_rdf:resource","cim:GeneratingUnit.initialP","cim:GeneratingUnit.maxOperatingP","cim:GeneratingUnit.minOperatingP","cim:GeneratingUnit.nominalP","cim:GeneratingUnit.normalPF","cim:IdentifiedObject.description","cim:IdentifiedObject.name","cim:Line.Region_rdf:resource","cim:LinearShuntCompensator.b0PerSection","cim:LinearShuntCompensator.bPerSection","cim:LinearShuntCompensator.g0PerSection","cim:LinearShuntCompensator.gPerSection","cim:LoadResponseCharacteristic.exponentModel","cim:LoadResponseCharacteristic.pConstantCurrent","cim:LoadResponseCharacteristic.pConstantImpedance","cim:LoadResponseCharacteristic.pConstantPower","cim:LoadResponseCharacteristic.pFrequencyExponent","cim:LoadResponseCharacteristic.pVoltageExponent","cim:LoadResponseCharacteristic.qConstantCurrent","cim:LoadResponseCharacteristic.qConstantImpedance","cim:LoadResponseCharacteristic.qConstantPower","cim:LoadResponseCharacteristic.qFrequencyExponent","cim:LoadResponseCharacteristic.qVoltageExponent","cim:OperationalLimit.OperationalLimitSet_rdf:resource","cim:OperationalLimit.OperationalLimitType_rdf:resource","cim:OperationalLimitSet.Terminal_rdf:resource","cim:OperationalLimitType.acceptableDuration","cim:OperationalLimitType.direction_rdf:resource","cim:PetersenCoil.mode_rdf:resource","cim:PetersenCoil.nominalU","cim:PetersenCoil.offsetCurrent","cim:PetersenCoil.positionCurrent","cim:PetersenCoil.xGroundMax","cim:PetersenCoil.xGroundMin","cim:PetersenCoil.xGroundNominal","cim:PhaseTapChanger.TransformerEnd_rdf:resource","cim:PhaseTapChangerAsymmetrical.windingConnectionAngle","cim:PhaseTapChangerNonLinear.voltageStepIncrement","cim:PhaseTapChangerNonLinear.xMax","cim:PhaseTapChangerNonLinear.xMin","cim:PowerTransformer.beforeShCircuitHighestOperatingCurrent","cim:PowerTransformer.beforeShCircuitHighestOperatingVoltage","cim:PowerTransformer.beforeShortCircuitAnglePf","cim:PowerTransformer.highSideMinOperatingU","cim:PowerTransformer.isPartOfGeneratorUnit","cim:PowerTransformer.operationalValuesConsidered","cim:PowerTransformerEnd.PowerTransformer_rdf:resource","cim:PowerTransformerEnd.b","cim:PowerTransformerEnd.b0","cim:PowerTransformerEnd.connectionKind_rdf:resource","cim:PowerTransformerEnd.g","cim:PowerTransformerEnd.g0","cim:PowerTransformerEnd.phaseAngleClock","cim:PowerTransformerEnd.r","cim:PowerTransformerEnd.r0","cim:PowerTransformerEnd.ratedS","cim:PowerTransformerEnd.ratedU","cim:PowerTransformerEnd.x","cim:PowerTransformerEnd.x0","cim:RatioTapChanger.TransformerEnd_rdf:resource","cim:RatioTapChanger.stepVoltageIncrement","cim:RatioTapChanger.tculControlMode_rdf:resource","cim:RegulatingCondEq.RegulatingControl_rdf:resource","cim:RegulatingCondEq.controlEnabled","cim:RegulatingControl.Terminal_rdf:resource","cim:RegulatingControl.discrete","cim:RegulatingControl.enabled","cim:RegulatingControl.mode_rdf:resource","cim:RegulatingControl.targetDeadband","cim:RegulatingControl.targetValue","cim:RegulatingControl.targetValueUnitMultiplier_rdf:resource","cim:RotatingMachine.GeneratingUnit_rdf:resource","cim:RotatingMachine.p","cim:RotatingMachine.q","cim:RotatingMachine.ratedPowerFactor","cim:RotatingMachine.ratedS","cim:RotatingMachine.ratedU","cim:ShuntCompensator.maximumSections","cim:ShuntCompensator.nomU","cim:ShuntCompensator.normalSections","cim:ShuntCompensator.sections","cim:SubGeographicalRegion.Region_rdf:resource","cim:Substation.Region_rdf:resource","cim:Switch.normalOpen","cim:Switch.open","cim:Switch.retained","cim:SynchronousMachine.InitialReactiveCapabilityCurve_rdf:resource","cim:SynchronousMachine.earthing","cim:SynchronousMachine.earthingStarPointR","cim:SynchronousMachine.earthingStarPointX","cim:SynchronousMachine.ikk","cim:SynchronousMachine.maxQ","cim:SynchronousMachine.minQ","cim:SynchronousMachine.mu","cim:SynchronousMachine.operatingMode_rdf:resource","cim:SynchronousMachine.qPercent","cim:SynchronousMachine.r","cim:SynchronousMachine.r0","cim:SynchronousMachine.r2","cim:SynchronousMachine.referencePriority","cim:SynchronousMachine.satDirectSubtransX","cim:SynchronousMachine.satDirectSyncX","cim:SynchronousMachine.satDirectTransX","cim:SynchronousMachine.shortCircuitRotorType_rdf:resource","cim:SynchronousMachine.type_rdf:resource","cim:SynchronousMachine.voltageRegulationRange","cim:SynchronousMachine.x0","cim:SynchronousMachine.x2","cim:TapChanger.TapChangerControl_rdf:resource","cim:TapChanger.controlEnabled","cim:TapChanger.highStep","cim:TapChanger.lowStep","cim:TapChanger.ltcFlag","cim:TapChanger.neutralStep","cim:TapChanger.neutralU","cim:TapChanger.normalStep","cim:TapChanger.step","cim:Terminal.ConductingEquipment_rdf:resource","cim:Terminal.ConnectivityNode_rdf:resource","cim:Terminal.phases_rdf:resource","cim:TransformerEnd.BaseVoltage_rdf:resource","cim:TransformerEnd.Terminal_rdf:resource","cim:TransformerEnd.endNumber","cim:TransformerEnd.grounded","cim:TransformerEnd.rground","cim:TransformerEnd.xground","cim:VoltageLevel.BaseVoltage_rdf:resource","cim:VoltageLevel.Substation_rdf:resource","cim:VoltageLevel.highVoltageLimit","cim:VoltageLevel.lowVoltageLimit","entsoe:IdentifiedObject.energyIdentCodeEic","entsoe:IdentifiedObject.shortName","entsoe:OperationalLimitType.limitType_rdf:resource","md:Model.DependentOn_rdf:resource","md:Model.Supersedes_rdf:resource","md:Model.created","md:Model.description","md:Model.modelingAuthoritySet","md:Model.profile","md:Model.scenarioTime","md:Model.version"
"_002b0a40-3957-46db-b84a-30420083558f","cim:LinearShuntCompensator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_469df5f7-058f-4451-a998-57a48e8a56fe","false","","","","","","","another shunt","BE_S2","","-0e+000","0.000346","0e+000","7e-006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_67971e8d-518a-408f-9e59-c7601da9a989","false","","","","","","","","","","","","","","1","380.000000","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE_S2","","","","","","","","",""
"_00b17311-075f-48f6-a79b-597f42af4694","cim:BaseVoltage","","","","","","","","","","","","110.00","","","","","","","","","","","","","","","","","","","","","","","","","","Base Voltage Level","110.00 kV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.00","","","","","","","","",""
"_05a17350-55f5-4a00-9a50-8c0048a25495","cim:Terminal","true","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-Line_6 - T1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_ffbabc27-1ccd-4fdc-b037-e341706c8d29","_2dde989e-28c3-45f0-aa21-8695843ce894","ttp://iec.ch/TC57/2013/CIM-schema-cim16#PhaseCode.ABC","","","","","","","","","","","","BE-L_6","","","","","","","","",""
"_05b69cbf-0e24-4c98-bd81-9450c751be6f","cim:CurrentLimit","","","","","","","","","","","","","","","","","13746.400000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-TR2_3 - Limit","BE-TR2_3 - CL-2","","","","","","","","","","","","","","","","","_40b75fae-2597-40df-98d2-8a0d83c238fd","_3e6aa424-8f24-49a5-bbe0-0868441e25ae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-2","","","","","","","","",""
"_05b69cbf-0e24-4c98-bd81-9450c751be6f1","cim:CurrentLimit","","","","","","","","","","","","","","","","","12371.760000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-TR2_3 - Limit","90","","","","","","","","","","","","","","","","","_40b75fae-2597-40df-98d2-8a0d83c238fd","_2e2f5f04-d933-42b4-a491-eaa8939314d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-2","","","","","","","","",""
"_0a84038e-1952-4d9d-9909-3b49c364a1ac","cim:Breaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_d0486169-2205-40b2-895e-b672ecb9e5fc","false","","","","","","","","CIRCB-1230992408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_0b7c4239-3c1b-438e-994d-f2a402ba743c","cim:OperationalLimitSet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limit-Ratings for branch BE-TR2_1 at Port 1","Limits at Port 1","","","","","","","","","","","","","","","","","","","_c3774d3f-f48c-4954-a0cf-b4572eb714fd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_0d6f26df-9f86-4df0-b00c-bfb23870257f","cim:CurrentLimit","","","","","","","","","","","","","","","","","1805.800000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-TR2_2 - Limit","BE-TR2_2 - CL-0","","","","","","","","","","","","","","","","","_88aa13e4-d3fe-4c47-9e47-39f8bb805e73","_8b859dc8-193a-4a18-912a-1833f45fe926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-0","","","","","","","","",""
"_0f074167-d8ad-40ed-b0fa-7dc7e9f5f77c","cim:ConnectivityNode","","","","","","","","","","","","","","","","_4ba71b59-ee2f-450b-9f7d-cc2f1cc5e386","","","","","","","","","","","","","","","","","","","","","","BGENT_71; This is the old UCTE code from UCTE DEF","BE-Busbar_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-B_4","","","","","","","","",""
"_0f8bff64-4cfe-4c94-9471-da94b2efcc4f","cim:CurrentLimit","","","","","","","","","","","","","","","","","1312.000000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-Line_6 - Limit","BE-Line_6 - CL-0","","","","","","","","","","","","","","","","","_cb5b5011-9f6c-4af2-93f9-26ae7e30c8db","_8b859dc8-193a-4a18-912a-1833f45fe926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-0","","","","","","","","",""
"_1182d878-2eaa-4eec-91be-ce7b2b1e7f9a","cim:Terminal","true","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-TR2_3 - T2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_e482b89a-fa84-4ea9-8e70-a83d44790957","_0f074167-d8ad-40ed-b0fa-7dc7e9f5f77c","ttp://iec.ch/TC57/2013/CIM-schema-cim16#PhaseCode.ABC","","","","","","","","","","","","BE-T_3","","","","","","","","",""
